TopicNumber,Topic,URL,Publication,Category,HeroImage,HeroFilename,HeroAltText,SectionImageCount,SectionImagePaths,Uniqueness,Format,QAStatus
206,"Asset Management Metrics","/analytics/asset-management-metrics",published,analytics,"/images/topics/asset-management-metrics/asset-management-metrics-hero.webp","asset-management-metrics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/asset-management-metrics/asset-management-metrics-putting-numbers-to-activity-st.webp; /images/topics/asset-management-metrics/asset-management-metrics-five-forms-a-library-metric-ca.webp",verified-unique,webp,passed
207,"Digital Asset KPIs","/analytics/digital-asset-kpis",published,analytics,"/images/topics/digital-asset-kpis/digital-asset-kpis-hero.webp","digital-asset-kpis-hero.webp","Illustrative photograph of a team looking at how a creative library is used",1,"/images/topics/digital-asset-kpis/digital-asset-kpis-the-few-measures-chosen-to-fol.webp",verified-unique,webp,passed
208,"Creative Workflow Metrics","/analytics/creative-workflow-metrics",published,analytics,"/images/topics/creative-workflow-metrics/creative-workflow-metrics-hero.webp","creative-workflow-metrics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",3,"/images/topics/creative-workflow-metrics/creative-workflow-metrics-following-assets-from-upload-t.webp; /images/topics/creative-workflow-metrics/creative-workflow-metrics-where-an-asset-goes-and-what-t.webp; /images/topics/creative-workflow-metrics/creative-workflow-metrics-event-material-that-kept-waiti.webp",verified-unique,webp,passed
209,"Library Growth Reporting","/analytics/library-growth-reporting",published,analytics,"/images/topics/library-growth-reporting/library-growth-reporting-hero.webp","library-growth-reporting-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/library-growth-reporting/library-growth-reporting-planning-for-the-library-you-w.webp; /images/topics/library-growth-reporting/library-growth-reporting-a-video-series-and-a-partner-a.webp",verified-unique,webp,passed
210,"Executive Asset Analytics","/analytics/executive-asset-analytics",published,analytics,"/images/topics/executive-asset-analytics/executive-asset-analytics-hero.webp","executive-asset-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/executive-asset-analytics/executive-asset-analytics-the-library-seen-from-where-or.webp; /images/topics/executive-asset-analytics/executive-asset-analytics-five-questions-a-leadership-vi.webp",verified-unique,webp,passed
211,"GetSibu for Production Studios","/use-cases/production-studios",published,use-cases,"/images/topics/getsibu-for-production-studios/getsibu-for-production-studios-hero.webp","getsibu-for-production-studios-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-production-studios/getsibu-for-production-studios-one-library-for-every-producti.webp; /images/topics/getsibu-for-production-studios/getsibu-for-production-studios-what-a-production-studio-relie.webp; /images/topics/getsibu-for-production-studios/getsibu-for-production-studios-opening-running-and-closing-a-.webp",verified-unique,webp,passed
212,"GetSibu for Video Teams","/use-cases/video-teams",framed,use-cases,"/images/topics/getsibu-for-video-teams/getsibu-for-video-teams-hero.webp","getsibu-for-video-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-video-teams/getsibu-for-video-teams-one-shoot-many-edits-and-a-lib.webp; /images/topics/getsibu-for-video-teams/getsibu-for-video-teams-what-a-video-team-works-with-d.webp; /images/topics/getsibu-for-video-teams/getsibu-for-video-teams-a-recurring-video-series-built.webp",verified-unique,webp,passed
213,"GetSibu for Marketing Teams","/use-cases/marketing-teams",published,use-cases,"/images/topics/getsibu-for-marketing-teams/getsibu-for-marketing-teams-hero.webp","getsibu-for-marketing-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-marketing-teams/getsibu-for-marketing-teams-one-library-for-everything-a-c.webp; /images/topics/getsibu-for-marketing-teams/getsibu-for-marketing-teams-the-parts-of-getsibu-a-marketi.webp; /images/topics/getsibu-for-marketing-teams/getsibu-for-marketing-teams-a-seasonal-product-launch-asse.webp",verified-unique,webp,passed
214,"GetSibu for Brand Teams","/use-cases/brand-teams",published,use-cases,"/images/topics/getsibu-for-brand-teams/getsibu-for-brand-teams-hero.webp","getsibu-for-brand-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-brand-teams/getsibu-for-brand-teams-a-brand-library-colleagues-can.webp; /images/topics/getsibu-for-brand-teams/getsibu-for-brand-teams-the-controls-a-brand-team-work.webp; /images/topics/getsibu-for-brand-teams/getsibu-for-brand-teams-a-brand-refresh-that-retires-t.webp",verified-unique,webp,passed
215,"GetSibu for Creative Agencies","/use-cases/creative-agencies",published,use-cases,"/images/topics/getsibu-for-creative-agencies/getsibu-for-creative-agencies-hero.webp","getsibu-for-creative-agencies-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-creative-agencies/getsibu-for-creative-agencies-every-client-in-its-own-librar.webp; /images/topics/getsibu-for-creative-agencies/getsibu-for-creative-agencies-working-inside-separate-client.webp; /images/topics/getsibu-for-creative-agencies/getsibu-for-creative-agencies-taking-on-a-new-client-without.webp",verified-unique,webp,passed
216,"GetSibu for Post-Production Teams","/use-cases/post-production-teams",framed,use-cases,"/images/topics/getsibu-for-post-production-teams/getsibu-for-post-production-teams-hero.webp","getsibu-for-post-production-teams-hero.webp","Illustrative photograph of a professional creative working environment",2,"/images/topics/getsibu-for-post-production-teams/getsibu-for-post-production-teams-keeping-track-of-rounds-render.webp; /images/topics/getsibu-for-post-production-teams/getsibu-for-post-production-teams-the-last-changes-before-a-deli.webp",verified-unique,webp,passed
217,"GetSibu for Documentary Teams","/use-cases/documentary-teams",framed,use-cases,"/images/topics/getsibu-for-documentary-teams/getsibu-for-documentary-teams-hero.webp","getsibu-for-documentary-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-documentary-teams/getsibu-for-documentary-teams-footage-that-stays-findable-lo.webp; /images/topics/getsibu-for-documentary-teams/getsibu-for-documentary-teams-what-a-documentary-team-relies.webp; /images/topics/getsibu-for-documentary-teams/getsibu-for-documentary-teams-an-archive-heavy-documentary-m.webp",verified-unique,webp,passed
218,"GetSibu for Film Production","/use-cases/film-production",published,use-cases,"/images/topics/getsibu-for-film-production/getsibu-for-film-production-hero.webp","getsibu-for-film-production-hero.webp","Illustrative photograph of a professional creative working environment",4,"/images/topics/getsibu-for-film-production/getsibu-for-film-production-production-media-from-every-de.webp; /images/topics/getsibu-for-film-production/getsibu-for-film-production-how-media-builds-up-across-a-f.webp; /images/topics/getsibu-for-film-production/getsibu-for-film-production-what-a-film-production-uses-in.webp; /images/topics/getsibu-for-film-production/getsibu-for-film-production-a-location-shoot-feeding-a-cut.webp",verified-unique,webp,passed
219,"GetSibu for Advertising Agencies","/use-cases/advertising-agencies",published,use-cases,"/images/topics/getsibu-for-advertising-agencies/getsibu-for-advertising-agencies-hero.webp","getsibu-for-advertising-agencies-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-advertising-agencies/getsibu-for-advertising-agencies-campaigns-revisions-and-client.webp; /images/topics/getsibu-for-advertising-agencies/getsibu-for-advertising-agencies-a-key-visual-through-rounds-of.webp; /images/topics/getsibu-for-advertising-agencies/getsibu-for-advertising-agencies-what-an-advertising-agency-rel.webp",verified-unique,webp,passed
220,"GetSibu for Creative Studios","/use-cases/creative-studios",published,use-cases,"/images/topics/getsibu-for-creative-studios/getsibu-for-creative-studios-hero.webp","getsibu-for-creative-studios-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-creative-studios/getsibu-for-creative-studios-design-motion-sound-and-docume.webp; /images/topics/getsibu-for-creative-studios/getsibu-for-creative-studios-a-new-designer-joins-an-identi.webp; /images/topics/getsibu-for-creative-studios/getsibu-for-creative-studios-what-a-creative-studio-uses-ac.webp",verified-unique,webp,passed
221,"GetSibu for Brand Consultancies","/use-cases/brand-consultancies",published,use-cases,"/images/topics/getsibu-for-brand-consultancies/getsibu-for-brand-consultancies-hero.webp","getsibu-for-brand-consultancies-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-brand-consultancies/getsibu-for-brand-consultancies-the-thinking-behind-a-brand-ke.webp; /images/topics/getsibu-for-brand-consultancies/getsibu-for-brand-consultancies-a-returning-client-asks-for-a-.webp; /images/topics/getsibu-for-brand-consultancies/getsibu-for-brand-consultancies-what-a-brand-consultancy-draws.webp",verified-unique,webp,passed
222,"GetSibu for In-House Creative Teams","/use-cases/in-house-creative-teams",published,use-cases,"/images/topics/getsibu-for-in-house-creative-teams/getsibu-for-in-house-creative-teams-hero.webp","getsibu-for-in-house-creative-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-in-house-creative-teams/getsibu-for-in-house-creative-teams-the-companys-creative-assets-o.webp; /images/topics/getsibu-for-in-house-creative-teams/getsibu-for-in-house-creative-teams-what-an-in-house-team-puts-in-.webp; /images/topics/getsibu-for-in-house-creative-teams/getsibu-for-in-house-creative-teams-opening-the-creative-library-t.webp",verified-unique,webp,passed
223,"GetSibu for Enterprise Marketing","/use-cases/enterprise-marketing",published,use-cases,"/images/topics/getsibu-for-enterprise-marketing/getsibu-for-enterprise-marketing-hero.webp","getsibu-for-enterprise-marketing-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-enterprise-marketing/getsibu-for-enterprise-marketing-many-marketing-teams-one-set-o.webp; /images/topics/getsibu-for-enterprise-marketing/getsibu-for-enterprise-marketing-the-parts-enterprise-marketing.webp; /images/topics/getsibu-for-enterprise-marketing/getsibu-for-enterprise-marketing-a-quarterly-review-of-the-mark.webp",verified-unique,webp,passed
224,"GetSibu for Global Brands","/use-cases/global-brands",published,use-cases,"/images/topics/getsibu-for-global-brands/getsibu-for-global-brands-hero.webp","getsibu-for-global-brands-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-global-brands/getsibu-for-global-brands-global-assets-local-markets-on.webp; /images/topics/getsibu-for-global-brands/getsibu-for-global-brands-what-a-global-brand-uses-to-wo.webp; /images/topics/getsibu-for-global-brands/getsibu-for-global-brands-a-global-campaign-adapted-for-.webp",verified-unique,webp,passed
225,"GetSibu for Multi-Market Teams","/use-cases/multi-market-teams",published,use-cases,"/images/topics/getsibu-for-multi-market-teams/getsibu-for-multi-market-teams-hero.webp","getsibu-for-multi-market-teams-hero.webp","Illustrative photograph of a professional creative working environment",2,"/images/topics/getsibu-for-multi-market-teams/getsibu-for-multi-market-teams-separate-by-region-governed-fr.webp; /images/topics/getsibu-for-multi-market-teams/getsibu-for-multi-market-teams-bringing-a-newly-added-region-.webp",verified-unique,webp,passed
226,"GetSibu for Freelancers","/use-cases/freelancers",published,use-cases,"/images/topics/getsibu-for-freelancers/getsibu-for-freelancers-hero.webp","getsibu-for-freelancers-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-freelancers/getsibu-for-freelancers-a-personal-library-that-outlas.webp; /images/topics/getsibu-for-freelancers/getsibu-for-freelancers-a-quiet-week-spent-turning-old.webp; /images/topics/getsibu-for-freelancers/getsibu-for-freelancers-what-a-solo-practitioner-relie.webp",verified-unique,webp,passed
227,"GetSibu for Content Creators","/use-cases/content-creators",published,use-cases,"/images/topics/getsibu-for-content-creators/getsibu-for-content-creators-hero.webp","getsibu-for-content-creators-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-content-creators/getsibu-for-content-creators-a-channels-back-catalogue-sear.webp; /images/topics/getsibu-for-content-creators/getsibu-for-content-creators-the-visual-signals-a-creator-c.webp; /images/topics/getsibu-for-content-creators/getsibu-for-content-creators-refreshing-the-look-of-a-long-.webp",verified-unique,webp,passed
228,"GetSibu for Photography Teams","/use-cases/photography-teams",published,use-cases,"/images/topics/getsibu-for-photography-teams/getsibu-for-photography-teams-hero.webp","getsibu-for-photography-teams-hero.webp","Illustrative photograph of a professional creative working environment",2,"/images/topics/getsibu-for-photography-teams/getsibu-for-photography-teams-thousands-of-frames-and-the-on.webp; /images/topics/getsibu-for-photography-teams/getsibu-for-photography-teams-an-inherited-archive-brought-u.webp",verified-unique,webp,passed
229,"GetSibu for Video Agencies","/use-cases/video-agencies",published,use-cases,"/images/topics/getsibu-for-video-agencies/getsibu-for-video-agencies-hero.webp","getsibu-for-video-agencies-hero.webp","Illustrative photograph of a professional creative working environment",4,"/images/topics/getsibu-for-video-agencies/getsibu-for-video-agencies-client-footage-in-approved-del.webp; /images/topics/getsibu-for-video-agencies/getsibu-for-video-agencies-what-a-video-agency-relies-on-.webp; /images/topics/getsibu-for-video-agencies/getsibu-for-video-agencies-the-life-of-a-client-video-job.webp; /images/topics/getsibu-for-video-agencies/getsibu-for-video-agencies-a-brand-film-and-its-cutdowns-.webp",verified-unique,webp,passed
230,"GetSibu for E-Commerce Brands","/use-cases/e-commerce-brands",published,use-cases,"/images/topics/getsibu-for-e-commerce-brands/getsibu-for-e-commerce-brands-hero.webp","getsibu-for-e-commerce-brands-hero.webp","Illustrative photograph of a professional creative working environment",2,"/images/topics/getsibu-for-e-commerce-brands/getsibu-for-e-commerce-brands-every-products-assets-organise.webp; /images/topics/getsibu-for-e-commerce-brands/getsibu-for-e-commerce-brands-correcting-product-photographs.webp",verified-unique,webp,passed
231,"GetSibu for Retail Brands","/use-cases/retail-brands",published,use-cases,"/images/topics/getsibu-for-retail-brands/getsibu-for-retail-brands-hero.webp","getsibu-for-retail-brands-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-retail-brands/getsibu-for-retail-brands-creative-for-the-whole-retail-.webp; /images/topics/getsibu-for-retail-brands/getsibu-for-retail-brands-a-price-error-found-halfway-th.webp; /images/topics/getsibu-for-retail-brands/getsibu-for-retail-brands-the-library-features-a-retail-.webp",verified-unique,webp,passed
232,"GetSibu for Media Companies","/use-cases/media-companies",published,use-cases,"/images/topics/getsibu-for-media-companies/getsibu-for-media-companies-hero.webp","getsibu-for-media-companies-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-media-companies/getsibu-for-media-companies-an-archive-that-keeps-earning-.webp; /images/topics/getsibu-for-media-companies/getsibu-for-media-companies-what-a-media-company-needs-at-.webp; /images/topics/getsibu-for-media-companies/getsibu-for-media-companies-merging-the-archives-of-two-ti.webp",verified-unique,webp,passed
233,"GetSibu for Newsrooms","/use-cases/newsrooms",published,use-cases,"/images/topics/getsibu-for-newsrooms/getsibu-for-newsrooms-hero.webp","getsibu-for-newsrooms-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-newsrooms/getsibu-for-newsrooms-an-archive-organised-by-what-t.webp; /images/topics/getsibu-for-newsrooms/getsibu-for-newsrooms-a-breaking-story-that-needs-th.webp; /images/topics/getsibu-for-newsrooms/getsibu-for-newsrooms-what-a-newsroom-relies-on-in-g.webp",verified-unique,webp,passed
234,"GetSibu for Social Media Teams","/use-cases/social-media-teams",published,use-cases,"/images/topics/getsibu-for-social-media-teams/getsibu-for-social-media-teams-hero.webp","getsibu-for-social-media-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-social-media-teams/getsibu-for-social-media-teams-a-library-that-keeps-pace-with.webp; /images/topics/getsibu-for-social-media-teams/getsibu-for-social-media-teams-what-a-social-team-uses-to-kee.webp; /images/topics/getsibu-for-social-media-teams/getsibu-for-social-media-teams-a-campaign-week-on-top-of-the-.webp",verified-unique,webp,passed
235,"GetSibu for PR Teams","/use-cases/pr-teams",published,use-cases,"/images/topics/getsibu-for-pr-teams/getsibu-for-pr-teams-hero.webp","getsibu-for-pr-teams-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-pr-teams/getsibu-for-pr-teams-ready-for-the-request-that-arr.webp; /images/topics/getsibu-for-pr-teams/getsibu-for-pr-teams-a-morning-of-press-requests-on.webp; /images/topics/getsibu-for-pr-teams/getsibu-for-pr-teams-what-a-pr-team-relies-on-betwe.webp",verified-unique,webp,passed
236,"GetSibu for Event Companies","/use-cases/event-companies",published,use-cases,"/images/topics/getsibu-for-event-companies/getsibu-for-event-companies-hero.webp","getsibu-for-event-companies-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-event-companies/getsibu-for-event-companies-before-during-and-after-every-.webp; /images/topics/getsibu-for-event-companies/getsibu-for-event-companies-turning-a-conference-into-next.webp; /images/topics/getsibu-for-event-companies/getsibu-for-event-companies-what-an-event-company-relies-o.webp",verified-unique,webp,passed
237,"GetSibu for Education Teams","/use-cases/education-teams",published,use-cases,"/images/topics/getsibu-for-education-teams/getsibu-for-education-teams-hero.webp","getsibu-for-education-teams-hero.webp","Illustrative photograph of a professional creative working environment",4,"/images/topics/getsibu-for-education-teams/getsibu-for-education-teams-teaching-material-that-improve.webp; /images/topics/getsibu-for-education-teams/getsibu-for-education-teams-a-modules-material-across-the-.webp; /images/topics/getsibu-for-education-teams/getsibu-for-education-teams-redesigning-a-module-inherited.webp; /images/topics/getsibu-for-education-teams/getsibu-for-education-teams-what-an-education-team-relies-.webp",verified-unique,webp,passed
238,"GetSibu for Nonprofits","/use-cases/nonprofits",published,use-cases,"/images/topics/getsibu-for-nonprofits/getsibu-for-nonprofits-hero.webp","getsibu-for-nonprofits-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-nonprofits/getsibu-for-nonprofits-a-causes-story-kept-where-a-sm.webp; /images/topics/getsibu-for-nonprofits/getsibu-for-nonprofits-a-year-end-appeal-built-from-a.webp; /images/topics/getsibu-for-nonprofits/getsibu-for-nonprofits-what-a-nonprofit-relies-on-in-.webp",verified-unique,webp,passed
239,"GetSibu for Internal Communications","/use-cases/internal-communications",published,use-cases,"/images/topics/getsibu-for-internal-communications/getsibu-for-internal-communications-hero.webp","getsibu-for-internal-communications-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-internal-communications/getsibu-for-internal-communications-communicating-with-employees-f.webp; /images/topics/getsibu-for-internal-communications/getsibu-for-internal-communications-an-organisational-change-annou.webp; /images/topics/getsibu-for-internal-communications/getsibu-for-internal-communications-what-an-internal-communication.webp",verified-unique,webp,passed
240,"GetSibu for Corporate Communications","/use-cases/corporate-communications",published,use-cases,"/images/topics/getsibu-for-corporate-communications/getsibu-for-corporate-communications-hero.webp","getsibu-for-corporate-communications-hero.webp","Illustrative photograph of a professional creative working environment",3,"/images/topics/getsibu-for-corporate-communications/getsibu-for-corporate-communications-one-company-story-wherever-it-.webp; /images/topics/getsibu-for-corporate-communications/getsibu-for-corporate-communications-a-new-company-description-carr.webp; /images/topics/getsibu-for-corporate-communications/getsibu-for-corporate-communications-what-a-corporate-communication.webp",verified-unique,webp,passed
241,"GetSibu Integrations","/integrations",published,integrations,"/images/topics/getsibu-integrations/getsibu-integrations-hero.webp","getsibu-integrations-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",2,"/images/topics/getsibu-integrations/getsibu-integrations-joining-the-workflow-a-team-al.webp; /images/topics/getsibu-integrations/getsibu-integrations-one-sensible-order-for-connect.webp",verified-unique,webp,passed
242,"Google Drive Integration","/storage/google-drive",held,integrations,"/images/topics/google-drive-integration-storage/google-drive-integration-storage-hero.webp","google-drive-integration-storage-hero.webp","Illustrative photograph of media files arriving in a central library",2,"/images/topics/google-drive-integration-storage/google-drive-integration-storage-creative-work-from-the-drive-e.webp; /images/topics/google-drive-integration-storage/google-drive-integration-storage-from-a-connected-drive-to-an-a.webp",verified-unique,webp,passed
243,"Dropbox Integration","/storage/dropbox",held,integrations,"/images/topics/dropbox-integration-storage/dropbox-integration-storage-hero.webp","dropbox-integration-storage-hero.webp","Illustrative photograph of media files arriving in a central library",2,"/images/topics/dropbox-integration-storage/dropbox-integration-storage-deliveries-and-job-folders-cen.webp; /images/topics/dropbox-integration-storage/dropbox-integration-storage-years-of-supplier-deliveries-t.webp",verified-unique,webp,passed
244,"OneDrive Integration","/storage/onedrive",held,integrations,"/images/topics/onedrive-integration-storage/onedrive-integration-storage-hero.webp","onedrive-integration-storage-hero.webp","Illustrative photograph of media files arriving in a central library",2,"/images/topics/onedrive-integration-storage/onedrive-integration-storage-work-storage-as-one-more-sourc.webp; /images/topics/onedrive-integration-storage/onedrive-integration-storage-what-the-library-offers-materi.webp",verified-unique,webp,passed
245,"AWS S3 Integration","/storage/aws-s3",held,integrations,"/images/topics/aws-s3-integration-storage/aws-s3-integration-storage-hero.webp","aws-s3-integration-storage-hero.webp","Illustrative photograph of media files arriving in a central library",1,"/images/topics/aws-s3-integration-storage/aws-s3-integration-storage-large-media-collections-in-obj.webp",verified-unique,webp,passed
246,"Slack Integration","/integrations/slack",held,integrations,"/images/topics/slack-integration/slack-integration-hero.webp","slack-integration-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",2,"/images/topics/slack-integration/slack-integration-library-activity-beside-the-te.webp; /images/topics/slack-integration/slack-integration-a-campaign-channel-that-stops-.webp",verified-unique,webp,passed
247,"Figma Integration","/integrations/figma",held,integrations,"/images/topics/figma-integration/figma-integration-hero.webp","figma-integration-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",1,"/images/topics/figma-integration/figma-integration-where-visuals-are-made-and-whe.webp",verified-unique,webp,passed
248,"Adobe Premiere Pro Integration","/integrations/adobe-premiere-pro",held,integrations,"/images/topics/adobe-premiere-pro-integration/adobe-premiere-pro-integration-hero.webp","adobe-premiere-pro-integration-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",3,"/images/topics/adobe-premiere-pro-integration/adobe-premiere-pro-integration-media-management-and-the-edit-.webp; /images/topics/adobe-premiere-pro-integration/adobe-premiere-pro-integration-where-media-management-meets-e.webp; /images/topics/adobe-premiere-pro-integration/adobe-premiere-pro-integration-a-series-of-brand-films-cut-fr.webp",verified-unique,webp,passed
249,"Adobe After Effects Integration","/integrations/adobe-after-effects",held,integrations,"/images/topics/adobe-after-effects-integration/adobe-after-effects-integration-hero.webp","adobe-after-effects-integration-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",3,"/images/topics/adobe-after-effects-integration/adobe-after-effects-integration-the-many-elements-behind-a-mov.webp; /images/topics/adobe-after-effects-integration/adobe-after-effects-integration-the-material-a-motion-design-l.webp; /images/topics/adobe-after-effects-integration/adobe-after-effects-integration-a-launch-animation-built-from-.webp",verified-unique,webp,passed
250,"Frame.io Integration","/integrations/frame-io",held,integrations,"/images/topics/frameio-integration/frameio-integration-hero.webp","frameio-integration-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",2,"/images/topics/frameio-integration/frameio-integration-where-review-happens-and-where.webp; /images/topics/frameio-integration/frameio-integration-a-client-launch-film-that-fini.webp",verified-unique,webp,passed
251,"Zapier Integration","/integrations/zapier",held,integrations,"/images/topics/zapier-integration/zapier-integration-hero.webp","zapier-integration-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",1,"/images/topics/zapier-integration/zapier-integration-library-events-as-the-opening-.webp",verified-unique,webp,passed
252,"Webhooks","/developers/webhooks",framed,developers,"/images/topics/webhooks/webhooks-hero.webp","webhooks-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/webhooks/webhooks-a-callback-instead-of-a-questi.webp",verified-unique,webp,passed
253,"REST API","/developers/rest-api",published,developers,"/images/topics/rest-api/rest-api-hero.webp","rest-api-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/rest-api/rest-api-the-interface-is-one-client-of.webp",verified-unique,webp,passed
254,"API-First DAM","/developers/api-first-dam",published,developers,"/images/topics/api-first-dam/api-first-dam-hero.webp","api-first-dam-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/api-first-dam/api-first-dam-experiences-built-around-the-a.webp; /images/topics/api-first-dam/api-first-dam-a-retail-brand-gives-store-man.webp",verified-unique,webp,passed
255,"Developer API","/developers/developer-api",published,developers,"/images/topics/developer-api/developer-api-hero.webp","developer-api-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/developer-api/developer-api-library-workflows-carried-into.webp; /images/topics/developer-api/developer-api-an-agency-brings-its-library-i.webp",verified-unique,webp,passed
256,"API Authentication","/developers/api-authentication",published,developers,"/images/topics/api-authentication/api-authentication-hero.webp","api-authentication-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/api-authentication/api-authentication-proving-who-is-asking-before-a.webp",verified-unique,webp,passed
257,"Webhook Automation","/developers/webhook-automation",published,developers,"/images/topics/webhook-automation/webhook-automation-hero.webp","webhook-automation-hero.webp","Illustrative photograph of a developer building software for creative teams",3,"/images/topics/webhook-automation/webhook-automation-library-activity-that-starts-w.webp; /images/topics/webhook-automation/webhook-automation-from-activity-in-the-library-t.webp; /images/topics/webhook-automation/webhook-automation-approved-campaign-assets-reach.webp",verified-unique,webp,passed
258,"Developer Playground","/developers/developer-playground",held,developers,"/images/topics/developer-playground/developer-playground-hero.webp","developer-playground-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/developer-playground/developer-playground-trying-a-request-before-buildi.webp",verified-unique,webp,passed
259,"SDK Support","/developers/sdk-support",held,developers,"/images/topics/sdk-support/sdk-support-hero.webp","sdk-support-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/sdk-support/sdk-support-working-with-the-api-in-the-la.webp",verified-unique,webp,passed
260,"Custom Integrations","/integrations/custom-integrations",published,integrations,"/images/topics/custom-integrations/custom-integrations-hero.webp","custom-integrations-hero.webp","Illustrative photograph of creative tools and a shared library in one workflow",2,"/images/topics/custom-integrations/custom-integrations-a-gap-between-the-library-and-.webp; /images/topics/custom-integrations/custom-integrations-a-licensing-service-that-sits-.webp",verified-unique,webp,passed
261,"GetSibu API","/developers/api",published,developers,"/images/topics/getsibu-api/getsibu-api-hero.webp","getsibu-api-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/getsibu-api/getsibu-api-software-taking-part-in-the-wo.webp; /images/topics/getsibu-api/getsibu-api-shapes-programmatic-access-ten.webp",verified-unique,webp,passed
262,"Asset Upload API","/developers/asset-upload-api",published,developers,"/images/topics/asset-upload-api/asset-upload-api-hero.webp","asset-upload-api-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/asset-upload-api/asset-upload-api-files-that-arrive-as-part-of-a.webp; /images/topics/asset-upload-api/asset-upload-api-product-photography-that-reach.webp",verified-unique,webp,passed
263,"Asset Search API","/developers/asset-search-api",published,developers,"/images/topics/asset-search-api/asset-search-api-hero.webp","asset-search-api-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/asset-search-api/asset-search-api-finding-assets-at-the-point-wh.webp",verified-unique,webp,passed
264,"Asset Metadata API","/developers/asset-metadata-api",published,developers,"/images/topics/asset-metadata-api/asset-metadata-api-hero.webp","asset-metadata-api-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/asset-metadata-api/asset-metadata-api-details-the-library-holds-used.webp; /images/topics/asset-metadata-api/asset-metadata-api-an-intranet-that-credits-photo.webp",verified-unique,webp,passed
265,"Asset Tags API","/developers/asset-tags-api",published,developers,"/images/topics/asset-tags-api/asset-tags-api-hero.webp","asset-tags-api-hero.webp","Illustrative photograph of a developer building software for creative teams",1,"/images/topics/asset-tags-api/asset-tags-api-classification-added-where-the.webp",verified-unique,webp,passed
266,"Asset Comments API","/developers/asset-comments-api",published,developers,"/images/topics/asset-comments-api/asset-comments-api-hero.webp","asset-comments-api-hero.webp","Illustrative photograph of a developer building software for creative teams",2,"/images/topics/asset-comments-api/asset-comments-api-feedback-as-a-signal-for-the-s.webp; /images/topics/asset-comments-api/asset-comments-api-collaboration-workflows-that-c.webp",verified-unique,webp,passed
