pdf_page,title,pdf_group,status,merged_into,section,category,role,url,aliases,parent,breadcrumb,page_type,recipe,primary_topic,intent,purpose,key_statement,angle,clusters,related,mentions,related_features,related_resources,related_faqs,related_use_cases,children,cta_primary,cta_contextual,seo_title,meta_description,canonical,schema_types,robots,in_sitemap,search_group,visual_medium,visual_concept,claims,needs_verification,publication,context_page,source_text
1,GetSibu — Creative Asset Management Platform,1-10 Platform,canonical,,Home,home,home,/,,,Home,— Home,home,getsibu — creative asset management platform,navigational,Establish what GetSibu is and route each audience to the right part of the site.,"GetSibu is an intelligent creative asset management platform designed to help teams store, organise, search, review and collaborate on videos, images, documents and audio from one central workspace.","Homepage: the platform in one statement — store, organise, search, review and collaborate from one workspace.",What GetSibu is; One central library,6 Centralised Creative Asset Library; 2 The Operating System for Creative Libraries; 3 AI-Powered Digital Asset Management; 5 Intelligent Media Library; 7 Modern Digital Asset Management; 10 One Source of Truth for Creative Teams,,6 Centralised Creative Asset Library; 2 The Operating System for Creative Libraries; 3 AI-Powered Digital Asset Management; 5 Intelligent Media Library,373 What Is a Creative Library?,381 What Is GetSibu?; 382 Who Is GetSibu For?,,0,Start free -> https://getsibu.com/signup,Bring Your Creative Assets Together -> /get-started/bring-your-creative-assets-together,GetSibu — Creative Asset Management Platform,"GetSibu is an intelligent creative asset management platform where teams store, organise, search, review and collaborate on videos, images, documents and audio.",/,WebPage Organization WebSite,"index,follow",true,Platform,product-ui diagram,"One central creative library: videos, images, documents and audio arriving from connected sources and becoming searchable.",,false,published,,"GetSibu is an intelligent creative asset management platform designed to help teams store, organise, search, review and collaborate on videos, images, documents and audio from one central workspace. Instead of depending on scattered folders, disconnected drives and complicated naming systems, GetSibu creates a searchable creative library where teams can quickly locate the right asset and understand its context."
312,Large File Performance,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/large-file-performance,,/architecture,Home > Architecture & Performance > Large File Performance,N Architecture / Performance,architecture-path,large file performance,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",Resumable and chunked uploads help improve reliability when working with large creative files.,Architecture view of large-file reliability.,Uploads; Performance,138 Chunked Uploads; 137 Resumable Uploads; 320 High-Performance DAM; 136 Media Upload Management; 311 Asset Processing Performance; 313 Media Preview Performance,137 Resumable Uploads; 138 Chunked Uploads,138 Chunked Uploads; 137 Resumable Uploads; 320 High-Performance DAM; 136 Media Upload Management,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Large File Performance | GetSibu,Resumable and chunked uploads help improve reliability when working with large creative files.,/architecture/large-file-performance,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",,false,published,,Resumable and chunked uploads help improve reliability when working with large creative files.
313,Media Preview Performance,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/media-preview-performance,,/architecture,Home > Architecture & Performance > Media Preview Performance,N Architecture / Performance,architecture-layers,media preview performance,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",Preview generation and streaming reduce the friction of reviewing large assets.,Preview generation and streaming reducing review friction.,Previews and delivery; Performance,305 Edge Caching; 304 CDN Asset Delivery; 147 Streaming Media Preview; 320 High-Performance DAM; 312 Large File Performance; 314 Global Asset Access,147 Streaming Media Preview,305 Edge Caching; 304 CDN Asset Delivery; 147 Streaming Media Preview; 320 High-Performance DAM,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Media Preview Performance | GetSibu,Preview generation and streaming reduce the friction of reviewing large assets.,/architecture/media-preview-performance,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",,false,published,,Preview generation and streaming reduce the friction of reviewing large assets.
314,Global Asset Access,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/global-asset-access,,/architecture,Home > Architecture & Performance > Global Asset Access,N Architecture / Performance,architecture-path,global asset access,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",CDN-based delivery can support teams working across different geographical regions.,Teams across geographical regions.,Previews and delivery,147 Streaming Media Preview; 313 Media Preview Performance; 306 Streaming Previews; 305 Edge Caching; 304 CDN Asset Delivery; 146 Asset Thumbnail Generation,,147 Streaming Media Preview; 313 Media Preview Performance; 306 Streaming Previews; 305 Edge Caching,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Global Asset Access | GetSibu,CDN-based delivery can support teams working across different geographical regions.,/architecture/global-asset-access,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",cdn-edge,false,published,,CDN-based delivery can support teams working across different geographical regions.
315,API Scalability,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/api-scalability,,/architecture,Home > Architecture & Performance > API Scalability,N Architecture / Performance,architecture-layers,api scalability,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",The API layer is designed to scale independently to support application and integration workloads.,API layer scaling independently.,Architecture and infrastructure,301 GetSibu Architecture; 316 Stateless API Architecture; 317 Search Infrastructure; 318 Storage Architecture; 319 Observability; 308 Scalable Asset Storage,261 GetSibu API,301 GetSibu Architecture; 316 Stateless API Architecture; 317 Search Infrastructure; 318 Storage Architecture,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,API Scalability | GetSibu,The API layer is designed to scale independently to support application and integration workloads.,/architecture/api-scalability,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",architecture-internals,false,published,,The API layer is designed to scale independently to support application and integration workloads.
316,Stateless API Architecture,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/stateless-api-architecture,,/architecture,Home > Architecture & Performance > Stateless API Architecture,N Architecture / Performance,architecture-path,stateless api architecture,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",A stateless API architecture can support horizontal scaling and predictable application behaviour.,Stateless design for horizontal scaling and predictable behaviour.,Architecture and infrastructure,301 GetSibu Architecture; 315 API Scalability; 317 Search Infrastructure; 318 Storage Architecture; 319 Observability; 308 Scalable Asset Storage,261 GetSibu API,301 GetSibu Architecture; 315 API Scalability; 317 Search Infrastructure; 318 Storage Architecture,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Stateless API Architecture | GetSibu,A stateless API architecture can support horizontal scaling and predictable application behaviour.,/architecture/stateless-api-architecture,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",architecture-internals,false,published,,A stateless API architecture can support horizontal scaling and predictable application behaviour.
317,Search Infrastructure,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/search-infrastructure,,/architecture,Home > Architecture & Performance > Search Infrastructure,N Architecture / Performance,architecture-layers,search infrastructure,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",GetSibu combines text search and embedding-based retrieval to support multiple discovery methods.,Infrastructure: text search combined with embedding-based retrieval.,Semantic and natural language search; Architecture and infrastructure,301 GetSibu Architecture; 39 AI Semantic Search; 316 Stateless API Architecture; 318 Storage Architecture; 315 API Scalability; 319 Observability,,301 GetSibu Architecture; 39 AI Semantic Search; 316 Stateless API Architecture; 318 Storage Architecture,363 What Is Semantic Search?,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Search Infrastructure | GetSibu,GetSibu combines text search and embedding-based retrieval to support multiple discovery methods.,/architecture/search-infrastructure,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",architecture-internals semantic-search,false,published,,GetSibu combines text search and embedding-based retrieval to support multiple discovery methods.
318,Storage Architecture,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/storage-architecture,,/architecture,Home > Architecture & Performance > Storage Architecture,N Architecture / Performance,architecture-path,storage architecture,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",Creative content can be stored using object-storage infrastructure with organisational partitioning.,,Architecture and infrastructure,301 GetSibu Architecture; 317 Search Infrastructure; 319 Observability; 316 Stateless API Architecture; 315 API Scalability; 308 Scalable Asset Storage,,301 GetSibu Architecture; 317 Search Infrastructure; 319 Observability; 316 Stateless API Architecture,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Storage Architecture | GetSibu,Creative content can be stored using object-storage infrastructure with organisational partitioning.,/architecture/storage-architecture,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",architecture-internals,false,published,,Creative content can be stored using object-storage infrastructure with organisational partitioning.
319,Observability,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/observability,,/architecture,Home > Architecture & Performance > Observability,N Architecture / Performance,architecture-layers,observability,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.",Observability allows platform operators to monitor application and infrastructure behaviour.,,Architecture and infrastructure,301 GetSibu Architecture; 318 Storage Architecture; 317 Search Infrastructure; 316 Stateless API Architecture; 315 API Scalability; 308 Scalable Asset Storage,,301 GetSibu Architecture; 318 Storage Architecture; 317 Search Infrastructure; 316 Stateless API Architecture,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,Observability | GetSibu,Observability allows platform operators to monitor application and infrastructure behaviour.,/architecture/observability,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",architecture-internals,false,published,,Observability allows platform operators to monitor application and infrastructure behaviour.
320,High-Performance DAM,301-320 Architecture and Performance,canonical,,Architecture & Performance,architecture-performance,leaf,/architecture/high-performance-dam,,/architecture,Home > Architecture & Performance > High-Performance DAM,N Architecture / Performance,architecture-path,high-performance dam,commercial,"Explain how the platform is built to keep search, previews and uploads responsive as libraries grow.","GetSibu combines fast search, media previews, scalable storage and efficient uploads to create a responsive DAM experience.","Summary: fast search, previews, scalable storage and efficient uploads combined.",Performance,313 Media Preview Performance; 312 Large File Performance; 311 Asset Processing Performance; 310 Search Performance; 309 Large Library Performance; 307 Fast Creative Search,,313 Media Preview Performance; 312 Large File Performance; 311 Asset Processing Performance; 310 Search Performance,,,,0,Start free -> https://getsibu.com/signup,Scale Your Creative Library -> /get-started/scale-your-creative-library,High-Performance DAM | GetSibu,"GetSibu combines fast search, media previews, scalable storage and efficient uploads to create a responsive DAM experience.",/architecture/high-performance-dam,WebPage TechArticle BreadcrumbList,"index,follow",true,Architecture & Performance,diagram,"The layered architecture named in the PDF — clients, edge services, APIs, search infrastructure, storage — as a precise technical drawing.",,false,published,,"GetSibu combines fast search, media previews, scalable storage and efficient uploads to create a responsive DAM experience."
321,GetSibu Security,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,section-root,/security,,/,Home > GetSibu Security,F Permissions / Security,access-assurance,getsibu security,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.","Security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.","Section root: encryption, authentication, access control, tenant isolation, audit logging.",Security foundations,324 Tenant Isolation; 323 Secret Encryption; 325 RBAC Security; 337 Default-Deny Security; 338 Enterprise Asset Security; 340 Secure Digital Asset Management,256 API Authentication; 324 Tenant Isolation; 326 Audit Logs,324 Tenant Isolation; 323 Secret Encryption; 325 RBAC Security; 337 Default-Deny Security,,,,12,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,GetSibu Security,"Security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security,WebPage BreadcrumbList,"index,follow",true,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",multi-tenant,false,published,,"Security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging."
322,AES-256 Encryption,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/aes-256-encryption,,/security,Home > Security & Compliance > AES-256 Encryption,F Permissions / Security,access-assurance-detail,aes-256 encryption,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",GetSibu's security positioning includes AES-256 encryption for data at rest and encrypted secrets.,Encryption at rest (claim — verify).,Security foundations,321 GetSibu Security; 323 Secret Encryption; 324 Tenant Isolation; 325 RBAC Security; 337 Default-Deny Security; 338 Enterprise Asset Security,,321 GetSibu Security; 323 Secret Encryption; 324 Tenant Isolation; 325 RBAC Security,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,AES-256 Encryption | GetSibu,"AES-256 Encryption: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/aes-256-encryption,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",aes-256,true,held,321,GetSibu's security positioning includes AES-256 encryption for data at rest and encrypted secrets.
323,Secret Encryption,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/secret-encryption,,/security,Home > Security & Compliance > Secret Encryption,F Permissions / Security,access-assurance,secret encryption,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.","OAuth credentials, SMTP passwords and API tokens can be protected using encrypted secret storage.","Encrypted storage of OAuth credentials, SMTP passwords and API tokens.",Security foundations,321 GetSibu Security; 324 Tenant Isolation; 325 RBAC Security; 337 Default-Deny Security; 338 Enterprise Asset Security; 340 Secure Digital Asset Management,261 GetSibu API,321 GetSibu Security; 324 Tenant Isolation; 325 RBAC Security; 337 Default-Deny Security,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Secret Encryption | GetSibu,"OAuth credentials, SMTP passwords and API tokens can be protected using encrypted secret storage.",/security/secret-encryption,WebPage BreadcrumbList,"index,follow",true,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",encrypted-secrets,false,published,,"OAuth credentials, SMTP passwords and API tokens can be protected using encrypted secret storage."
324,Tenant Isolation,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/tenant-isolation,,/security,Home > Security & Compliance > Tenant Isolation,F Permissions / Security,access-boundaries,tenant isolation,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Multi-tenant organisations require strict separation between customer environments.,Security architecture: tenant-scoped data access. / Tenant-scoped data access as a security guarantee (see multi-tenancy).,Multi-tenancy; Security foundations,160 Multi-Tenant Digital Asset Management; 321 GetSibu Security; 323 Secret Encryption; 325 RBAC Security; 337 Default-Deny Security; 338 Enterprise Asset Security,160 Multi-Tenant Digital Asset Management,160 Multi-Tenant Digital Asset Management; 321 GetSibu Security; 323 Secret Encryption; 325 RBAC Security,372 What Is Multi-Tenant DAM?,387 Does GetSibu Support Multiple Clients?,215 GetSibu for Creative Agencies,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Tenant Isolation | GetSibu,Multi-tenant organisations require strict separation between customer environments. GetSibu's architecture is designed around tenant-scoped data access.,/security/tenant-isolation,WebPage BreadcrumbList,"index,follow",true,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",multi-tenant,false,published,,Multi-tenant organisations require strict separation between customer environments. GetSibu's architecture is designed around tenant-scoped data access.
325,RBAC Security,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/rbac-security,,/security,Home > Security & Compliance > RBAC Security,F Permissions / Security,access-model,rbac security,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Role-based access control limits what users can perform according to their organisational responsibilities.,Security angle of RBAC: limiting what users can perform. / RBAC as a security control limiting actions (see access-control).,Access control; Security foundations,337 Default-Deny Security; 153 Role-Based Access Control; 321 GetSibu Security; 324 Tenant Isolation; 323 Secret Encryption; 338 Enterprise Asset Security,153 Role-Based Access Control,337 Default-Deny Security; 153 Role-Based Access Control; 321 GetSibu Security; 324 Tenant Isolation,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,RBAC Security | GetSibu,Role-based access control limits what users can perform according to their organisational responsibilities.,/security/rbac-security,WebPage BreadcrumbList,"index,follow",true,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",,false,published,,Role-based access control limits what users can perform according to their organisational responsibilities.
326,Audit Logs,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/audit-logs,,/security,Home > Security & Compliance > Audit Logs,F Permissions / Security,access-assurance-detail,audit logs,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.","Audit logs provide a historical record of important actions including permissions, comments, asset changes and other platform events.","Platform audit logs: permissions, comments, asset changes and other events.",Audit trail and history,119 Asset Audit Trail; 170 Permission Auditing; 118 Asset Activity; 117 Asset History; 116 Asset Attribution; 115 Asset Ownership,151 Creative Asset Permissions; 62 Asset Comments,119 Asset Audit Trail; 170 Permission Auditing; 118 Asset Activity; 117 Asset History,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Audit Logs | GetSibu,"Audit logs provide a historical record of important actions including permissions, comments, asset changes and other platform events.",/security/audit-logs,WebPage BreadcrumbList,"index,follow",true,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",,false,published,,"Audit logs provide a historical record of important actions including permissions, comments, asset changes and other platform events."
327,Immutable Audit History,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/immutable-audit-history,,/security,Home > Security & Compliance > Immutable Audit History,F Permissions / Security,access-assurance,immutable audit history,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Immutable audit records help organisations maintain reliable historical information about privileged actions.,Immutability of privileged-action records.,Audit trail and history,119 Asset Audit Trail; 326 Audit Logs; 170 Permission Auditing; 118 Asset Activity; 117 Asset History; 116 Asset Attribution,,119 Asset Audit Trail; 326 Audit Logs; 170 Permission Auditing; 118 Asset Activity,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Immutable Audit History | GetSibu,Immutable Audit History: the asset audit trail provides visibility into important actions performed on creative files.,/security/immutable-audit-history,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",immutable-audit,true,held,119,Immutable audit records help organisations maintain reliable historical information about privileged actions.
328,GDPR Support,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/gdpr-support,,/security,Home > Security & Compliance > GDPR Support,F Permissions / Security,access-assurance-detail,gdpr support,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",GetSibu's stated compliance positioning includes GDPR-related controls such as EU-region storage and right-to-erasure workflows.,,Compliance,326 Audit Logs; 325 RBAC Security; 324 Tenant Isolation,,,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,GDPR Support | GetSibu,"GDPR Support: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/gdpr-support,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",gdpr,true,held,321,GetSibu's stated compliance positioning includes GDPR-related controls such as EU-region storage and right-to-erasure workflows.
329,Data Processing Agreement,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/data-processing-agreement,,/security,Home > Security & Compliance > Data Processing Agreement,F Permissions / Security,access-assurance,data processing agreement,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",The platform provides DPA support for organisations requiring formal data-processing arrangements.,,Compliance,326 Audit Logs; 325 RBAC Security; 324 Tenant Isolation,,,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Data Processing Agreement | GetSibu,Data Processing Agreement: security is built into the GetSibu architecture.,/security/data-processing-agreement,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",dpa,true,held,321,The platform provides DPA support for organisations requiring formal data-processing arrangements.
330,SOC 2 Readiness,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/soc-2-readiness,,/security,Home > Security & Compliance > SOC 2 Readiness,F Permissions / Security,access-assurance-detail,soc 2 readiness,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.","GetSibu positions its security architecture as SOC 2 Type II ready, including controls related to access, auditability and tenant isolation.",,Compliance,326 Audit Logs; 324 Tenant Isolation; 119 Asset Audit Trail,326 Audit Logs; 324 Tenant Isolation,326 Audit Logs; 324 Tenant Isolation,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,SOC 2 Readiness | GetSibu,"SOC 2 Readiness: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/soc-2-readiness,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",soc2 multi-tenant,true,held,321,"GetSibu positions its security architecture as SOC 2 Type II ready, including controls related to access, auditability and tenant isolation."
331,Backup Redundancy,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/backup-redundancy,,/security,Home > Security & Compliance > Backup Redundancy,F Permissions / Security,access-assurance,backup redundancy,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Backup redundancy helps protect against data loss and provides recovery options.,,Backups and recovery,110 Asset Recovery; 94 Version Restore; 101 Asset Lifecycle Management,,110 Asset Recovery; 94 Version Restore,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Backup Redundancy | GetSibu,"Backup Redundancy: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/backup-redundancy,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",backups-pitr,true,held,321,Backup redundancy helps protect against data loss and provides recovery options.
332,Point-in-Time Restore,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/point-in-time-restore,,/security,Home > Security & Compliance > Point-in-Time Restore,F Permissions / Security,access-assurance-detail,point-in-time restore,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Point-in-time restoration can help organisations recover from accidental changes or data problems.,,Backups and recovery,110 Asset Recovery; 94 Version Restore; 101 Asset Lifecycle Management,,110 Asset Recovery; 94 Version Restore,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Point-in-Time Restore | GetSibu,"Point-in-Time Restore: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/point-in-time-restore,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",backups-pitr,true,held,321,Point-in-time restoration can help organisations recover from accidental changes or data problems.
333,Cross-Region Replication,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/cross-region-replication,,/security,Home > Security & Compliance > Cross-Region Replication,F Permissions / Security,access-assurance,cross-region replication,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Business-level infrastructure can include cross-region replication for additional resilience.,,Backups and recovery,110 Asset Recovery; 94 Version Restore; 101 Asset Lifecycle Management,,110 Asset Recovery; 94 Version Restore,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,Cross-Region Replication | GetSibu,Cross-Region Replication: security is built into the GetSibu architecture.,/security/cross-region-replication,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",cross-region-replication,true,held,321,Business-level infrastructure can include cross-region replication for additional resilience.
334,SSO,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/sso,,/security,Home > Security & Compliance > SSO,F Permissions / Security,access-assurance-detail,sso,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",Single sign-on provides organisations with centralised identity management.,,Identity and sign-in,336 MFA; 165 Per-Client Authentication; 256 API Authentication,,336 MFA; 165 Per-Client Authentication,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,SSO | GetSibu,"SSO: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/sso,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",sso-scim,true,held,321,Single sign-on provides organisations with centralised identity management.
335,SCIM,321-340 Security and Compliance,canonical,,Security & Compliance,security-compliance,leaf,/security/scim,,/security,Home > Security & Compliance > SCIM,F Permissions / Security,access-assurance,scim,commercial,"Explain a control precisely: who it applies to, what it restricts or protects, and how it is recorded.",SCIM support can simplify user provisioning and deprovisioning for enterprise organisations.,,Identity and sign-in,336 MFA; 165 Per-Client Authentication; 256 API Authentication,,336 MFA; 165 Per-Client Authentication,,,,0,Start free -> https://getsibu.com/signup,Give Your Creative Team One Source of Truth -> /get-started/give-your-creative-team-one-source-of-truth,SCIM | GetSibu,"SCIM: security is built into the GetSibu architecture through encryption, authentication, access control, tenant isolation and audit logging.",/security/scim,WebPage BreadcrumbList,"noindex,follow",false,Security & Compliance,diagram typographic,"Controls shown as structure: tenant boundaries, encryption at rest, identity (SSO/SCIM/MFA), audit history — clear labels over decoration.",sso-scim,true,held,321,SCIM support can simplify user provisioning and deprovisioning for enterprise organisations.
